customer_id,customer_name,gender,city,state,signup_date
83,Elakshi Dhar,Male,Delhi,Tamil Nadu,2023-08-20
84,Abram Anand,Female,Vijayawada,Maharashtra,2026-01-03
85,Amira Lal,Male,Delhi,Tamil Nadu,2025-07-06
86,Kaira Sodhi,Female,Chennai,Kerala,2026-04-26
87,Khushi Deol,Female,Kochi,Maharashtra,2024-11-01
88,Saksham Chandra,Male,Hyderabad,Andhra Pradesh,2023-05-15
89,Arhaan Raval,Female,Bangalore,Maharashtra,2025-08-18
90,Tushar Malhotra,Female,Mumbai,Kerala,2023-05-21
91,Tiya Aurora,Male,Vijayawada,Telangana,2024-01-27
92,Shray Doctor,Male,Hyderabad,Maharashtra,2022-11-30
93,Lagan Kapadia,Female,Kochi,Kerala,2023-09-02
94,Jivin Jain,Male,Chennai,Tamil Nadu,2022-02-22
95,Alisha Chaudhary,Male,Delhi,Maharashtra,2022-05-19
96,Sara Kapoor,Male,Mumbai,Tamil Nadu,2023-03-13
97,Zaina Mandal,Female,Mumbai,Tamil Nadu,2024-08-20
98,Lagan Dyal,Male,Mumbai,Kerala,2022-06-08
99,Shlok Dube,Male,Hyderabad,Telangana,2025-03-23
100,Ranbir Tripathi,Male,Hyderabad,Kerala,2022-05-25
101,Samiha Dora,Male,Chennai,Maharashtra,2023-10-05
102,Indrans Tank,Female,Mumbai,Tamil Nadu,2022-12-01
103,Pari Kota,Female,Hyderabad,Tamil Nadu,2024-10-22
104,Hrishita Dixit,Female,Hyderabad,Maharashtra,2024-10-27
105,Jivika Bala,Female,Kochi,Kerala,2025-12-08
106,Zara Balan,Female,Bangalore,Maharashtra,2023-05-16
107,Dharmajan Chawla,Female,Chennai,Tamil Nadu,2021-11-17
108,Anika Agrawal,Female,Chennai,Andhra Pradesh,2022-05-23
109,Dhanuk Mangat,Male,Vijayawada,Karnataka,2021-10-21
110,Dharmajan Cherian,Male,Hyderabad,Delhi,2023-04-09
111,Kartik Suri,Female,Delhi,Kerala,2026-02-02
112,Dhanuk Sharaf,Male,Hyderabad,Delhi,2025-09-12
113,Sana Goswami,Male,Kochi,Tamil Nadu,2023-12-20
114,Bhavin Sehgal,Male,Delhi,Andhra Pradesh,2023-04-16
115,Renee Madan,Male,Mumbai,Andhra Pradesh,2022-04-30
116,Kashvi Venkataraman,Male,Delhi,Delhi,2022-08-26
117,Rasha Kala,Male,Delhi,Andhra Pradesh,2023-01-28
118,Tiya Desai,Female,Vijayawada,Delhi,2024-11-28
119,Kabir Kashyap,Female,Bangalore,Tamil Nadu,2024-01-15
120,Divyansh Kant,Female,Chennai,Karnataka,2024-03-13
121,Dishani Rout,Female,Chennai,Telangana,2021-11-21
122,Shanaya Tripathi,Female,Mumbai,Karnataka,2023-07-14
123,Pihu Rajagopal,Male,Hyderabad,Maharashtra,2022-12-13
124,Misha Ahluwalia,Male,Hyderabad,Delhi,2025-05-14
125,Shlok Mani,Male,Delhi,Karnataka,2021-07-29
126,Armaan Borde,Male,Bangalore,Andhra Pradesh,2022-11-05
127,Arnav De,Male,Bangalore,Karnataka,2023-06-20
128,Ayesha Lanka,Male,Mumbai,Kerala,2025-05-08
129,Anahita Chaudhuri,Female,Delhi,Kerala,2021-12-11
130,Ivan Gill,Male,Vijayawada,Kerala,2022-03-15
131,Ishaan Khurana,Female,Vijayawada,Andhra Pradesh,2025-10-08
132,Kanav Behl,Male,Bangalore,Andhra Pradesh,2022-08-29
133,Dhruv Dyal,Male,Vijayawada,Delhi,2023-02-25
134,Yasmin Kalita,Male,Bangalore,Karnataka,2023-09-23
135,Tushar Chad,Male,Vijayawada,Karnataka,2025-09-19
136,Tara Ganguly,Male,Vijayawada,Telangana,2025-01-30
137,Ojas Chaudhari,Female,Delhi,Maharashtra,2025-10-06
138,Abram Bedi,Female,Kochi,Andhra Pradesh,2022-12-09
139,Charvi Dada,Male,Vijayawada,Maharashtra,2021-11-15
140,Arnav Uppal,Female,Hyderabad,Andhra Pradesh,2025-11-13
141,Divij Lall,Female,Kochi,Tamil Nadu,2022-05-28
142,Hunar Dewan,Female,Chennai,Telangana,2021-08-16
143,Lagan Dalal,Female,Delhi,Telangana,2023-06-12
144,Charvi Tara,Female,Delhi,Andhra Pradesh,2024-04-01
145,Rania Badal,Male,Hyderabad,Telangana,2025-02-05
146,Piya Dhawan,Male,Delhi,Andhra Pradesh,2023-06-23
147,Nirvi Kamdar,Female,Delhi,Delhi,2025-05-10
148,Kanav Chhabra,Male,Mumbai,Tamil Nadu,2026-03-13
149,Samaira Sen,Male,Bangalore,Karnataka,2023-04-16
150,Aayush Wali,Male,Bangalore,Tamil Nadu,2021-12-25
151,Taimur Arya,Male,Vijayawada,Andhra Pradesh,2025-09-24
152,Bhamini Chada,Female,Kochi,Delhi,2024-07-05
153,Shalv Chander,Female,Delhi,Telangana,2021-06-25
154,Emir Grover,Male,Chennai,Kerala,2025-07-20
155,Reyansh Sridhar,Male,Kochi,Kerala,2025-03-06
156,Saanvi Kumar,Male,Mumbai,Andhra Pradesh,2024-07-28
157,Baiju Arora,Male,Vijayawada,Karnataka,2025-04-24
158,Badal Khosla,Female,Kochi,Telangana,2025-08-21
159,Khushi Rajan,Male,Bangalore,Tamil Nadu,2024-11-04
160,Aaryahi Khurana,Male,Mumbai,Kerala,2021-12-02
161,Indrajit Chatterjee,Male,Kochi,Maharashtra,2022-11-22
162,Krish Date,Male,Chennai,Kerala,2025-07-03
163,Parinaaz Luthra,Female,Bangalore,Karnataka,2025-02-26
164,Armaan Grover,Male,Chennai,Andhra Pradesh,2022-01-17
165,Khushi Dayal,Male,Mumbai,Karnataka,2021-07-05
166,Mohanlal Kata,Female,Kochi,Andhra Pradesh,2021-07-21
167,Seher Amble,Female,Bangalore,Telangana,2022-08-20
168,Indrajit Jaggi,Female,Vijayawada,Kerala,2022-08-24
169,Riaan Dhar,Female,Hyderabad,Andhra Pradesh,2024-04-12
170,Vritika Buch,Female,Chennai,Delhi,2022-08-08
171,Ishita Tata,Female,Hyderabad,Andhra Pradesh,2023-11-13
172,Darshit Kota,Female,Bangalore,Telangana,2026-04-07
173,Zain Mahal,Female,Mumbai,Delhi,2025-01-29
174,Shalv Bobal,Male,Mumbai,Delhi,2023-02-28
175,Piya Mahajan,Male,Bangalore,Andhra Pradesh,2022-07-15
176,Riaan Contractor,Female,Hyderabad,Delhi,2024-12-31
177,Hrishita Sidhu,Male,Bangalore,Maharashtra,2025-04-09
178,Kavya Cheema,Male,Vijayawada,Karnataka,2024-08-14
179,Raghav Barman,Female,Vijayawada,Kerala,2024-01-09
180,Advik Bhatti,Male,Vijayawada,Karnataka,2023-05-25
181,Nakul Banik,Female,Vijayawada,Maharashtra,2022-02-09
182,Misha Ramesh,Female,Mumbai,Telangana,2023-07-20
183,Nitara Dhillon,Female,Delhi,Tamil Nadu,2025-09-28
184,Riaan Bajaj,Male,Mumbai,Telangana,2025-04-01
185,Jiya Deol,Female,Vijayawada,Telangana,2024-03-27
186,Ayesha Wali,Male,Delhi,Delhi,2025-01-22
187,Lakshay Srinivas,Female,Mumbai,Delhi,2024-08-07
188,Anahi Kuruvilla,Male,Bangalore,Karnataka,2024-06-13
189,Nirvi Reddy,Male,Mumbai,Kerala,2025-08-29
190,Aayush Varma,Female,Mumbai,Maharashtra,2023-06-05
191,Jayesh Apte,Female,Vijayawada,Tamil Nadu,2024-10-19
192,Indranil Kara,Female,Kochi,Kerala,2023-05-15
193,Miraan Tella,Male,Vijayawada,Andhra Pradesh,2021-12-27
194,Dhanush Dyal,Female,Delhi,Telangana,2025-08-18
195,Mishti Gulati,Female,Hyderabad,Kerala,2022-10-15
196,Renee Mallick,Male,Vijayawada,Karnataka,2021-09-16
197,Darshit Buch,Male,Kochi,Tamil Nadu,2026-03-03
198,Manikya Batta,Male,Hyderabad,Andhra Pradesh,2024-03-09
199,Elakshi Gaba,Male,Mumbai,Delhi,2021-09-13
200,Jayant Korpal,Male,Mumbai,Maharashtra,2024-01-02
201,Rohan Borra,Male,Vijayawada,Telangana,2024-03-17
202,Hunar Karan,Female,Mumbai,Maharashtra,2022-07-13
203,Rasha Boase,Male,Chennai,Telangana,2022-04-14
204,Kiara Sankaran,Male,Kochi,Kerala,2024-12-20
205,Zoya Sahni,Male,Kochi,Maharashtra,2026-01-18
206,Saanvi Hans,Male,Chennai,Kerala,2023-03-18
207,Arnav Joshi,Female,Hyderabad,Delhi,2021-08-16
208,Taran Mannan,Male,Kochi,Andhra Pradesh,2023-10-21
209,Nishith Bhattacharyya,Female,Chennai,Kerala,2026-04-09
210,Abram Manda,Female,Vijayawada,Delhi,2024-04-12
211,Chirag Dhawan,Female,Kochi,Maharashtra,2021-08-31
212,Pihu Arora,Female,Kochi,Delhi,2024-09-16
213,Nehmat Zacharia,Female,Chennai,Telangana,2023-04-08
214,Yuvaan Deo,Female,Mumbai,Karnataka,2025-08-21
215,Kiaan Luthra,Male,Kochi,Telangana,2024-03-27
216,Divyansh Gill,Female,Kochi,Kerala,2024-02-10
217,Arnav Wason,Female,Vijayawada,Tamil Nadu,2023-06-12
218,Shamik Chana,Female,Mumbai,Andhra Pradesh,2021-09-16
219,Mannat Ben,Female,Chennai,Karnataka,2025-10-07
220,Rania Sarkar,Female,Bangalore,Delhi,2022-04-19
221,Darshit Hayre,Male,Chennai,Tamil Nadu,2022-09-21
222,Dharmajan Gola,Male,Mumbai,Telangana,2023-10-23
223,Sumer Chadha,Male,Vijayawada,Tamil Nadu,2025-07-11
224,Ojas Divan,Male,Mumbai,Maharashtra,2025-04-15
225,Kavya Balasubramanian,Female,Delhi,Maharashtra,2021-11-21
226,Charvi Mahal,Female,Hyderabad,Tamil Nadu,2023-12-01
227,Shlok Jhaveri,Female,Mumbai,Kerala,2023-01-12
228,Jiya Bhatnagar,Male,Kochi,Kerala,2025-02-19
229,Nishith Karpe,Female,Mumbai,Andhra Pradesh,2024-03-21
230,Biju Vaidya,Female,Bangalore,Kerala,2024-05-16
231,Vritika Chaudry,Female,Kochi,Kerala,2023-09-26
232,Yashvi Raju,Female,Delhi,Telangana,2025-01-30
233,Alisha Tandon,Male,Mumbai,Tamil Nadu,2023-08-29
234,Ishaan Soman,Female,Mumbai,Maharashtra,2026-05-04
235,Vidur Dey,Male,Mumbai,Karnataka,2023-04-20
236,Vaibhav Venkataraman,Female,Vijayawada,Tamil Nadu,2021-09-11
237,Jayant Borra,Female,Chennai,Delhi,2025-06-26
238,Ishaan Thaman,Male,Mumbai,Delhi,2023-07-27
239,Lagan Zacharia,Male,Hyderabad,Telangana,2025-11-04
240,Tushar Gour,Female,Chennai,Kerala,2023-03-17
241,Jhanvi Loke,Female,Chennai,Andhra Pradesh,2022-06-03
242,Oorja Ganguly,Female,Mumbai,Karnataka,2026-04-09
243,Krish Gill,Male,Mumbai,Karnataka,2022-06-03
244,Jiya Chadha,Female,Kochi,Maharashtra,2024-05-11
245,Prerak Bahl,Female,Kochi,Kerala,2026-04-12
246,Alisha Shah,Female,Bangalore,Kerala,2026-05-17
247,Khushi Kapur,Male,Mumbai,Andhra Pradesh,2025-05-08
248,Tiya Deshmukh,Male,Bangalore,Tamil Nadu,2022-10-26
249,Alisha Vig,Male,Kochi,Telangana,2022-07-20
250,Shalv Soni,Male,Kochi,Andhra Pradesh,2023-07-07
251,Mamooty Sabharwal,Male,Chennai,Kerala,2025-04-15
252,Advik Varghese,Male,Delhi,Tamil Nadu,2025-10-18
253,Miraan Sur,Male,Chennai,Maharashtra,2026-04-07
254,Ishaan Varkey,Male,Delhi,Tamil Nadu,2023-03-21
255,Eshani Sarkar,Female,Vijayawada,Karnataka,2023-05-23
256,Divit Toor,Female,Chennai,Delhi,2022-11-11
257,Purab Sunder,Male,Kochi,Kerala,2026-01-04
258,Anika Raja,Male,Bangalore,Andhra Pradesh,2023-03-08
259,Saanvi Dada,Male,Bangalore,Delhi,2024-09-11
260,Aaryahi Andra,Female,Mumbai,Telangana,2024-08-16
261,Parinaaz Taneja,Male,Hyderabad,Delhi,2026-03-12
262,Gatik Mallick,Male,Hyderabad,Telangana,2023-10-14
263,Nitara Solanki,Female,Kochi,Telangana,2024-12-30
264,Elakshi Saraf,Male,Kochi,Delhi,2024-03-31
265,Manikya Varty,Male,Bangalore,Delhi,2026-04-29
266,Ryan Rao,Female,Vijayawada,Karnataka,2024-02-16
267,Anahita Hans,Male,Delhi,Telangana,2023-09-22
268,Pranay Rajagopal,Female,Hyderabad,Kerala,2022-10-27
269,Vedika Solanki,Female,Kochi,Maharashtra,2024-03-06
270,Neysa Dash,Male,Mumbai,Karnataka,2021-12-30
271,Hridaan Dara,Female,Vijayawada,Tamil Nadu,2023-11-28
272,Vedika Krishna,Female,Chennai,Telangana,2026-01-25
273,Shray Upadhyay,Female,Delhi,Kerala,2024-09-08
274,Nakul Butala,Female,Mumbai,Maharashtra,2023-04-13
275,Anya Kamdar,Female,Bangalore,Kerala,2025-09-08
276,Nirvaan Sidhu,Male,Kochi,Andhra Pradesh,2021-07-08
277,Samaira Raman,Female,Mumbai,Tamil Nadu,2022-05-28
278,Myra Kala,Female,Delhi,Delhi,2024-09-06
279,Arnav Baral,Female,Bangalore,Andhra Pradesh,2024-11-05
280,Pari Agrawal,Female,Kochi,Karnataka,2024-08-11
281,Kanav Vora,Male,Mumbai,Tamil Nadu,2023-09-02
282,Armaan Rajan,Female,Kochi,Karnataka,2021-11-02
283,Neysa Rana,Female,Bangalore,Delhi,2024-11-08
284,Shray Kota,Female,Delhi,Andhra Pradesh,2022-05-25
285,Mohanlal Kala,Male,Hyderabad,Tamil Nadu,2022-10-27
286,Adira Yadav,Female,Mumbai,Delhi,2022-07-26
287,Madhup Lad,Male,Vijayawada,Maharashtra,2022-12-20
288,Pranay Borra,Female,Mumbai,Kerala,2025-02-25
289,Shayak Char,Male,Hyderabad,Karnataka,2025-08-24
290,Anya Malhotra,Male,Mumbai,Telangana,2023-04-04
291,Yuvaan Vaidya,Male,Bangalore,Telangana,2021-08-17
292,Ryan Jain,Female,Mumbai,Delhi,2024-02-13
293,Indrajit Dubey,Female,Mumbai,Telangana,2025-03-18
294,Darshit Hayre,Female,Bangalore,Telangana,2022-01-07
295,Raghav Sharma,Female,Bangalore,Karnataka,2024-08-18
296,Madhav Soman,Female,Chennai,Andhra Pradesh,2022-06-07
297,Tejas Bhatia,Male,Bangalore,Andhra Pradesh,2021-12-22
298,Mohanlal Jhaveri,Male,Chennai,Tamil Nadu,2022-12-12
299,Aniruddh Shroff,Female,Bangalore,Telangana,2024-10-14
300,Rati Agarwal,Female,Hyderabad,Kerala,2022-11-09
301,Lagan Sant,Male,Bangalore,Tamil Nadu,2023-06-02
302,Indrans Majumdar,Female,Chennai,Karnataka,2024-12-20
303,Advika Chand,Male,Vijayawada,Delhi,2026-03-20
304,Kiaan Mahal,Male,Bangalore,Andhra Pradesh,2025-12-06
305,Nayantara Wable,Male,Delhi,Karnataka,2025-08-08
306,Samiha Magar,Male,Vijayawada,Kerala,2021-11-19
307,Vardaniya Karnik,Female,Hyderabad,Kerala,2023-03-24
308,Nitya Viswanathan,Male,Delhi,Karnataka,2022-08-28
309,Yashvi Dash,Female,Mumbai,Maharashtra,2022-07-19
310,Anaya Tak,Female,Chennai,Andhra Pradesh,2022-02-26
311,Ayesha Guha,Female,Kochi,Maharashtra,2022-07-18
312,Chirag Gaba,Male,Kochi,Andhra Pradesh,2021-07-08
313,Rohan Choudhry,Female,Mumbai,Andhra Pradesh,2022-12-10
314,Siya Jha,Male,Chennai,Tamil Nadu,2021-06-16
315,Nirvaan Dhar,Female,Hyderabad,Tamil Nadu,2022-11-11
316,Zeeshan Ganesan,Male,Delhi,Kerala,2024-02-17
317,Umang Borah,Female,Delhi,Delhi,2024-08-21
318,Mehul Balakrishnan,Male,Kochi,Delhi,2022-08-03
319,Kavya Chaudhuri,Female,Mumbai,Maharashtra,2026-01-16
320,Aarav Devan,Female,Kochi,Delhi,2023-05-26
321,Indranil Shah,Female,Bangalore,Delhi,2026-03-03
322,Shlok Venkatesh,Male,Delhi,Telangana,2022-10-11
323,Azad Raja,Male,Kochi,Tamil Nadu,2022-08-29
324,Tushar Dada,Male,Bangalore,Telangana,2025-06-01
325,Ranbir Madan,Male,Chennai,Tamil Nadu,2024-06-19
326,Hrishita Gill,Male,Delhi,Andhra Pradesh,2023-07-05
327,Zeeshan Krishna,Male,Hyderabad,Maharashtra,2021-08-21
328,Krish Singhal,Female,Vijayawada,Delhi,2024-12-10
329,Heer Bhakta,Female,Bangalore,Andhra Pradesh,2025-05-27
330,Ivana Bhasin,Male,Bangalore,Telangana,2025-09-07
331,Nitya Chanda,Female,Vijayawada,Kerala,2024-01-10
332,Jayan Chhabra,Female,Hyderabad,Telangana,2022-03-07
333,Nitya Ramesh,Male,Bangalore,Kerala,2022-02-28
334,Vivaan Kakar,Male,Mumbai,Andhra Pradesh,2022-12-09
335,Divit Dhaliwal,Male,Vijayawada,Tamil Nadu,2023-01-30
336,Aarush Lad,Female,Kochi,Tamil Nadu,2022-07-10
337,Vaibhav Chatterjee,Male,Hyderabad,Tamil Nadu,2023-10-16
338,Neelofar Dara,Female,Delhi,Telangana,2022-11-03
339,Adira Lall,Female,Mumbai,Andhra Pradesh,2022-08-11
340,Saira Sachar,Female,Vijayawada,Karnataka,2024-05-24
341,Madhav Choudhry,Female,Bangalore,Delhi,2026-01-22
342,Purab Doshi,Female,Mumbai,Andhra Pradesh,2021-08-07
343,Arnav Virk,Male,Mumbai,Telangana,2023-04-24
344,Riya Dubey,Female,Delhi,Karnataka,2022-03-30
345,Riaan Korpal,Male,Hyderabad,Tamil Nadu,2022-08-14
346,Uthkarsh Bansal,Male,Kochi,Telangana,2023-08-28
347,Saksham Boase,Female,Delhi,Andhra Pradesh,2026-02-04
348,Hiran De,Male,Mumbai,Delhi,2024-06-26
349,Ehsaan Guha,Female,Bangalore,Tamil Nadu,2023-10-28
350,Trisha Gala,Female,Vijayawada,Kerala,2024-08-14
351,Divij Dar,Female,Hyderabad,Maharashtra,2023-12-30
352,Khushi Kalita,Female,Mumbai,Karnataka,2023-03-30
353,Ojas Chokshi,Female,Vijayawada,Andhra Pradesh,2021-06-01
354,Faiyaz Seth,Male,Bangalore,Maharashtra,2023-10-10
355,Dishani Hari,Female,Bangalore,Telangana,2023-12-30
356,Zeeshan Ratta,Female,Kochi,Kerala,2025-01-19
357,Veer Tandon,Male,Mumbai,Andhra Pradesh,2026-05-07
358,Aarna Shukla,Female,Bangalore,Karnataka,2022-04-20
359,Rohan Kata,Male,Kochi,Maharashtra,2023-06-20
360,Rohan Rau,Male,Vijayawada,Kerala,2022-12-05
361,Saira Krishna,Female,Mumbai,Andhra Pradesh,2023-02-18
362,Riya Jayaraman,Male,Delhi,Karnataka,2025-02-21
363,Ritvik Randhawa,Female,Vijayawada,Maharashtra,2024-04-07
364,Myra Sarma,Male,Chennai,Karnataka,2023-03-11
365,Tejas Kuruvilla,Male,Bangalore,Maharashtra,2023-04-25
366,Taran Ganesan,Female,Hyderabad,Andhra Pradesh,2025-02-08
367,Vaibhav Dara,Male,Vijayawada,Tamil Nadu,2021-05-20
368,Mamooty Shetty,Female,Delhi,Andhra Pradesh,2025-11-26
369,Kimaya Saini,Female,Hyderabad,Tamil Nadu,2025-11-13
370,Seher Sachdev,Male,Mumbai,Andhra Pradesh,2025-01-23
371,Siya Garde,Male,Mumbai,Telangana,2024-01-27
372,Shray Kakar,Female,Delhi,Telangana,2022-11-13
373,Jayesh Khalsa,Female,Mumbai,Kerala,2023-03-19
374,Anaya Koshy,Female,Mumbai,Tamil Nadu,2025-08-19
375,Adah Kale,Female,Delhi,Tamil Nadu,2026-01-24
376,Kimaya Bhakta,Female,Chennai,Delhi,2023-12-04
377,Rohan Jain,Male,Kochi,Andhra Pradesh,2023-06-22
378,Madhav Gala,Female,Kochi,Kerala,2023-09-02
379,Vanya Hayer,Female,Bangalore,Kerala,2022-11-12
380,Devansh Chadha,Female,Kochi,Andhra Pradesh,2024-11-03
381,Elakshi Chadha,Female,Vijayawada,Karnataka,2023-10-18
382,Shanaya Buch,Female,Kochi,Tamil Nadu,2023-05-01
383,Amani Baria,Female,Delhi,Maharashtra,2024-11-19
384,Jayan Khatri,Female,Bangalore,Delhi,2025-06-13
385,Mahika Ram,Female,Mumbai,Karnataka,2022-11-03
386,Aarush Gupta,Male,Vijayawada,Tamil Nadu,2024-12-16
387,Anahita Choudhry,Female,Chennai,Kerala,2026-01-28
388,Tara Kala,Female,Hyderabad,Karnataka,2023-04-07
389,Indrajit Loyal,Female,Vijayawada,Kerala,2025-03-02
390,Zeeshan Kata,Female,Mumbai,Telangana,2023-07-05
391,Nayantara Bava,Male,Mumbai,Andhra Pradesh,2022-07-11
392,Ela Kala,Male,Delhi,Delhi,2024-10-24
393,Zeeshan Bakshi,Female,Kochi,Andhra Pradesh,2023-10-07
394,Hazel Verma,Female,Hyderabad,Delhi,2026-02-03
395,Gokul Rout,Female,Hyderabad,Telangana,2023-09-29
396,Ryan Kashyap,Male,Mumbai,Kerala,2023-06-25
397,Kashvi Dubey,Male,Hyderabad,Maharashtra,2024-11-11
398,Neysa Dugar,Female,Bangalore,Delhi,2021-10-09
399,Miraan Dey,Female,Vijayawada,Andhra Pradesh,2023-11-15
400,Dishani Khatri,Female,Kochi,Telangana,2021-06-13
401,Kanav Varughese,Female,Bangalore,Telangana,2025-05-14
402,Vardaniya Kumer,Female,Kochi,Delhi,2022-12-07
403,Darshit Bhalla,Male,Delhi,Andhra Pradesh,2024-03-14
404,Farhan Handa,Male,Vijayawada,Telangana,2025-11-15
405,Purab Bumb,Female,Chennai,Telangana,2024-06-30
406,Tara Joshi,Male,Mumbai,Andhra Pradesh,2024-03-20
407,Nirvi Rama,Male,Mumbai,Tamil Nadu,2026-03-02
408,Dhruv Dugar,Female,Hyderabad,Andhra Pradesh,2023-09-10
409,Yuvaan Yadav,Female,Kochi,Andhra Pradesh,2022-06-18
410,Jayant Devan,Female,Bangalore,Karnataka,2025-06-04
411,Manjari Srivastava,Female,Chennai,Tamil Nadu,2023-07-10
412,Miraan Sankar,Female,Delhi,Telangana,2022-12-08
413,Stuvan Desai,Male,Chennai,Tamil Nadu,2022-05-27
414,Dharmajan Ganesh,Male,Delhi,Kerala,2025-04-19
415,Chirag Ben,Female,Delhi,Telangana,2025-01-06
